COMUNE,fromPlaceName,fromPlaceCord,toPlaceName,toPlaceCord,date,time,duration
Borgo a Mozzano,Bagni di Lucca,"44.0089207,10.5743811",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,9:00am,28
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,1:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,2:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,3:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,4:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,5:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,6:00pm,66
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,12:00pm,44
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,2:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,3:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,4:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,5:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,6:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,7:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,8:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,9:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,10:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,11:00am,44
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,1:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,2:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,3:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,4:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,5:00pm,41
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,12:00pm,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,2:00am,42
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,3:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,4:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,5:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,6:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,7:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,8:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,9:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,10:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,11:00am,40
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,1:00pm,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,2:00pm,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,3:00pm,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,4:00pm,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,12:00pm,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,3:00am,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,4:00am,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,5:00am,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,6:00am,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,7:00am,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,9:00am,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,10:00am,48
Borgo a Mozzano,Barga,"44.07326495,10.4775162",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,11:00am,48
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,1:00pm,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,2:00pm,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,3:00pm,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,4:00pm,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,5:00pm,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,12:00pm,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,2:00am,37
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,3:00am,37
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,4:00am,37
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,5:00am,37
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,6:00am,37
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,7:00am,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,8:00am,75
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,9:00am,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,10:00am,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,11:00am,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,1:00pm,64
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,2:00pm,64
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,3:00pm,64
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,4:00pm,64
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,5:00pm,64
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,12:00pm,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,2:00am,89
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,8:00am,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,9:00am,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,10:00am,42
Borgo a Mozzano,Coreglia Antelminelli,"44.063272,10.524769",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,11:00am,42
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,1:00pm,56
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,2:00pm,56
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,4:00pm,149
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,12:00pm,56
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,2:00am,33
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,3:00am,33
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,4:00am,33
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,5:00am,33
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,6:00am,33
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,7:00am,90
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,8:00am,90
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,9:00am,80
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,10:00am,56
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,11:00am,56
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,1:00pm,39
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,2:00pm,59
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,12:00pm,39
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,2:00am,34
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,3:00am,34
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,4:00am,34
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,5:00am,34
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,6:00am,34
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,9:00am,39
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,10:00am,39
Borgo a Mozzano,Pescaglia,"43.966112,10.411528",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,11:00am,39
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,1:00pm,42
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,2:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,3:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,4:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,5:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,6:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,7:00pm,49
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,8:00pm,49
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,12:00pm,42
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,1:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,2:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,3:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,4:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,5:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,6:00am,50
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,7:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,8:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,9:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,10:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-06-2024,11:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,1:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,2:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,3:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,4:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,5:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,6:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,7:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,8:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,9:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,12:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,1:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,2:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,3:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,4:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,5:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,6:00am,42
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,7:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,8:00am,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,9:00am,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,10:00am,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",10-09-2024,11:00am,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,1:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,2:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,3:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,4:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,5:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,6:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,7:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,8:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,9:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,12:00pm,40
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,1:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,2:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,3:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,4:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,5:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,6:00am,42
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,7:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,8:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,9:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,10:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-03-2024,11:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,1:00pm,42
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,2:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,3:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,4:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,5:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,6:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,7:00pm,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,8:00pm,49
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,12:00pm,42
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,1:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,2:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,3:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,4:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,5:00am,41
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,6:00am,48
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,7:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,8:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,9:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,10:00am,43
Borgo a Mozzano,Lucca,"43.84281,10.50238",Borgo a Mozzano,"43.98057185,10.54311025",07-07-2024,11:00am,43
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,1:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,2:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,3:00pm,35
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,4:00pm,35
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,5:00pm,35
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,6:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,7:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,8:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,9:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,10:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,12:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,2:00am,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,3:00am,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,4:00am,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,5:00am,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,6:00am,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,7:00am,35
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,8:00am,35
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,9:00am,35
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,10:00am,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-06-2024,11:00am,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-09-2024,1:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-09-2024,2:00pm,23
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-09-2024,3:00pm,27
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-09-2024,4:00pm,27
Camporgiano,Castelnuovo di Garfagnana,"44.11419535,10.4024762",Camporgiano,"44.15955695,10.3330076",10-09-2024,5:00pm,27
